10,20,30,40,50,60,70,80,90,100
0.506481,0.695413,0.774911,0.664741,0.692594,0.751281,0.67131,0.603629,0.418063,0.366201
0.183936,0.238676,0.222911,0.359845,0.355648,0.335136,0.384905,0.41619,0.431827,0.383457
