10,20,30,40,50,60,70,80,90,100
0.573783,0.821653,0.782338,0.718903,0.60024,0.578446,0.626778,0.720911,0.43481,0.29452
0.126073,0.0376504,0.209263,0.278366,0.355959,0.423731,0.382439,0.37528,0.395242,0.378477
