10,20,30,40,50,60,70,80,90,100
0.191041,0.696913,0.444891,0.218843,0.0642989,0.15117,0.138519,0.0414977,0.458289,0.13276
0,0.222157,0,0.0305488,0.0314704,0.0977412,0.104129,0.0164052,0.0201119,0.109651
0.606542,nan,0.861788,0.889715,0.926479,0.94764,0.963203,nan,0.893783,0.969682
0.0441214,nan,0.0814438,nan,0.018397,0.0669062,0,0.043872,0.0430554,0.0466891
