10,20,30,40,50,60,70,80,90,100
0.193507,0.192997,0.0929427,0.0153243,0.0845505,0.0162866,0.0194965,0.00983002,0.00466637,0.0125097
0,0,0,0,0,0,0,0,0,0
0.516685,0.793538,0.851402,0.774433,0.810412,0.724978,0.56911,0.473574,0.513688,0.452888
0.142868,0.0565983,0.164802,0.251573,0.222373,0.344266,0.387052,0.414617,0.396066,0.418731
