10,20,30,40,50,60,70,80,90,100
0.194589,0.754919,0.202138,0.0357933,0.0538469,0.106189,0.0235441,0.00877511,0.0242881,0.0221192
0,0,0,0,0,0,0,0,0.0139724,0
0.606831,0.818028,0.858569,0.737091,0.602312,0.787914,0.569825,0.555783,0.468493,0.551666
0.0280626,0.0322488,0.0865905,0.33199,0.335442,0.241858,0.389362,0.42949,0.355359,0.438307
