16.0071,-4.67653,2.8237,-14.5981
15.484,-7.72187,6.21337,-14.3102
13.2839,-5.51344,5.64833,-13.739
13.2643,-5.43486,4.88051,-13.0527
13.0576,-4.53458,4.27058,-13.3218
11.6604,-3.83269,5.15724,-13.4552
11.9542,-3.55394,4.65287,-13.5542
12.1648,-4.727,5.32406,-13.2249
12.2219,-4.76915,5.17169,-13.0381
12.1196,-5.08774,5.1051,-12.6462
11.9925,-4.92394,4.82869,-12.3609
12.3045,-4.80582,4.49285,-12.4493
12.4452,-4.94925,4.19171,-12.1161
11.7486,-4.73625,4.45088,-11.8769
11.8916,-5.3323,4.54557,-11.5034
11.9678,-5.54872,4.33323,-11.1279
11.9711,-5.24422,4.24918,-11.3451
11.8887,-5.13235,4.39088,-11.4997
12.004,-5.00191,4.37947,-11.7269
11.7643,-4.88351,4.65983,-11.8731
11.557,-4.58791,4.46142,-11.7583
11.506,-4.5182,4.34091,-11.6461
11.5854,-4.60666,4.38926,-11.6794
11.6066,-4.42517,4.27285,-11.7949
11.3245,-4.30957,4.31808,-11.6602
11.3431,-4.23945,4.25899,-11.7053
11.3088,-4.12487,4.2351,-11.7509
11.3064,-4.09525,4.08875,-11.6226
11.0948,-4.12484,4.20119,-11.4919
10.959,-4.07103,4.39424,-11.5975
10.7017,-3.91654,4.59831,-11.6905
10.634,-3.96429,4.53023,-11.504
10.662,-3.99958,4.4127,-11.3704
10.6074,-4.05816,4.27767,-11.1195
10.3806,-3.95694,4.45867,-11.1672
10.3045,-4.05439,4.68079,-11.2125
10.2466,-4.06252,4.80724,-11.2699
10.288,-4.12724,4.89692,-11.3295
10.2547,-4.05812,4.793,-11.2607
10.2789,-4.04646,4.69834,-11.1956
10.2261,-4.01729,4.65217,-11.1223
10.2803,-4.17764,4.59587,-10.9539
10.2515,-4.07728,4.51328,-10.9429
10.2882,-4.10624,4.40554,-10.8373
10.2539,-4.10766,4.33305,-10.7265
10.2361,-4.12888,4.30265,-10.6517
10.2809,-4.24825,4.28793,-10.567
10.3193,-4.24286,4.24244,-10.5603
10.2518,-4.25055,4.27844,-10.5184
10.2228,-4.33878,4.20798,-10.326
10.206,-4.31615,4.15294,-10.2742
10.2455,-4.35488,4.19405,-10.3122
10.2922,-4.40665,4.2522,-10.3659
10.161,-4.35122,4.33698,-10.3707
10.1537,-4.44348,4.50317,-10.438
10.2013,-4.38767,4.42029,-10.4591
10.2002,-4.48324,4.34761,-10.2859
10.2254,-4.45723,4.28855,-10.2754
10.1639,-4.36105,4.28149,-10.3001
10.1463,-4.35606,4.25786,-10.2611
10.0247,-4.28831,4.35493,-10.3011
10.0607,-4.26747,4.35275,-10.3572
10.011,-4.20284,4.38668,-10.4031
10.0466,-4.20952,4.37362,-10.4161
10.0787,-4.19469,4.34743,-10.4418
10.0564,-4.16899,4.32558,-10.4201
10.0427,-4.19314,4.32679,-10.3813
10.0051,-4.16266,4.36084,-10.4057
10.0221,-4.1692,4.35797,-10.4115
10.0223,-4.23986,4.30961,-10.2898
9.99533,-4.22994,4.30978,-10.2712
9.95227,-4.18417,4.32384,-10.2856
9.93221,-4.1571,4.29773,-10.265
9.90578,-4.19904,4.25932,-10.1556
9.8614,-4.22375,4.28385,-10.1097
9.86573,-4.29765,4.2403,-9.99411
9.87346,-4.34555,4.25645,-9.9687
9.90579,-4.35904,4.23359,-9.96253
9.92077,-4.33949,4.23305,-9.99769
9.90559,-4.32116,4.22367,-9.9892
9.87614,-4.33895,4.28128,-9.99844
9.87665,-4.37558,4.32491,-10.0038
9.88836,-4.37101,4.3373,-10.0324
9.89482,-4.33367,4.33036,-10.0678
9.84004,-4.33554,4.28088,-9.95959
9.84767,-4.34086,4.31532,-9.99831
9.8624,-4.29539,4.26867,-10.0119
9.81014,-4.2984,4.2248,-9.91076
9.71497,-4.25115,4.31244,-9.95152
9.73717,-4.21453,4.27546,-9.97326
9.69768,-4.23079,4.23269,-9.87283
9.72089,-4.2062,4.23152,-9.91855
9.73801,-4.27344,4.32075,-9.95714
9.73141,-4.3198,4.38397,-9.96563
9.7059,-4.3157,4.41698,-9.97622
9.70491,-4.32619,4.39703,-9.94305
9.74401,-4.35529,4.3574,-9.91418
9.77926,-4.36703,4.31797,-9.89674
9.81274,-4.42468,4.30774,-9.86116
9.8448,-4.5044,4.28628,-9.79052
9.87072,-4.56906,4.30153,-9.76592
9.89749,-4.61108,4.3195,-9.76715
9.931,-4.67776,4.37317,-9.78704
9.96658,-4.67264,4.34937,-9.80323
9.89435,-4.64767,4.35902,-9.76409
9.89695,-4.63511,4.37309,-9.79299
9.92855,-4.60851,4.324,-9.80303
9.88041,-4.58726,4.32844,-9.77911
9.87085,-4.59991,4.3273,-9.75469
9.82679,-4.58109,4.37852,-9.77933
9.84288,-4.57864,4.3814,-9.80025
9.8549,-4.57086,4.37824,-9.8156
9.87968,-4.59263,4.36108,-9.80056
9.90216,-4.6349,4.34299,-9.7614
9.92142,-4.69112,4.34987,-9.73047
9.93985,-4.75137,4.32395,-9.66149
9.95362,-4.80951,4.33156,-9.62392
9.96641,-4.86592,4.30028,-9.54779
9.97476,-4.91722,4.31191,-9.5157
9.98182,-4.96376,4.28615,-9.44927
9.98609,-5.00729,4.31499,-9.43811
9.98897,-5.02713,4.3023,-9.40729
9.98622,-5.0175,4.28294,-9.3944
9.98039,-4.97776,4.24824,-9.39344
9.94511,-4.97866,4.21909,-9.32697
9.92886,-4.97644,4.2221,-9.31532
9.94207,-5.00532,4.20816,-9.28464
9.95702,-5.0177,4.23854,-9.31719
9.95752,-5.01435,4.26662,-9.34818
9.9532,-5.01577,4.30457,-9.37952
9.90117,-5.00143,4.3735,-9.41016
9.88406,-4.99185,4.39332,-9.42145
9.87995,-4.96368,4.38503,-9.43684
9.89264,-4.98604,4.36081,-9.40199
9.87596,-4.97508,4.36175,-9.39663
9.8394,-4.97319,4.38233,-9.38156
9.83995,-4.95569,4.38836,-9.40534
9.85766,-4.93091,4.35364,-9.41309
9.82073,-4.91251,4.35827,-9.39823
9.81112,-4.9256,4.36765,-9.3843
9.79332,-4.94235,4.33698,-9.31815
9.78908,-4.96665,4.35996,-9.31199
9.77671,-4.9623,4.38401,-9.32714
9.79264,-4.96855,4.38737,-9.33988
9.81168,-4.96135,4.37171,-9.34982
9.80206,-4.98441,4.38733,-9.33188
9.81501,-4.98071,4.37921,-9.33969
