10,20,30,40,50,60,70,80,90,100
0.575093,0.7036,0.249195,0.117415,0.0934941,0.11255,0.160592,0.0163959,0.158386,0.0544609
0,0.0060315,0.130307,0.084004,0.0200459,0.0626977,0.139687,0,0.199819,0.0544673
0.629739,0.830017,0.886243,0.897116,0.956009,0.915218,0.887007,0.910783,1.0014,0.882857
0.0220128,0.0394085,0.0245072,0.109144,0.0244725,0.0247524,0.0316044,0.119936,0.0111143,0.160943
